name,address,city,state,zip,telephone,type,county,lattitude,longitude,emergency,vaccination,dental,vision,pediatric,preventative
MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,21720 KINGSLAND BOULEVARD#102,KATY,TX,77450,(281) 579-5678,REHABILITATION,HARRIS,29.77576548,-95.74579933,y,y,n,n,n,y
TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,4302 PRINCETON STREET,LUBBOCK,TX,79415,(806) 749-2222,REHABILITATION,LUBBOCK,33.61709402,-101.903157,y,y,n,n,n,y
MESQUITE REHABILITATION HOSPITAL,1023 NORTH BELT LINE ROAD,MESQUITE,TX,75149,(972) 216-2400,REHABILITATION,DALLAS,32.7784212,-96.59849193,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA,1800 HERITAGE BOULEVARD,MIDLAND,TX,79707,(432) 520-1600,REHABILITATION,MIDLAND,31.99956331,-102.1559482,y,y,n,n,n,y
HEALTHSOUTH PLANO REHABILITATION HOSPITAL,2800 WEST 15TH STREET,PLANO,TX,75075,(972) 612-9000,REHABILITATION,COLLIN,33.01842055,-96.74824313,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL RICHARDSON,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,(972) 398-5700,REHABILITATION,DALLAS,32.99798275,-96.75493758,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF ROUND ROCK,1400 HESTER'S CROSSING,ROUND ROCK,TX,78681,(512) 244-4400,REHABILITATION,WILLIAMSON,30.4835233,-97.69343509,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION INSTITUTE OF SAN ANTONIO,9119 CINNAMON HILL,SAN ANTONIO,TX,78240,(210) 691-0737,REHABILITATION,BEXAR,29.52726915,-98.58412986,y,y,n,n,n,y
WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,5101 MEDICAL DRIVE,SAN ANTONIO,TX,78229,(210) 616-0100,REHABILITATION,BEXAR,29.51390899,-98.58695815,y,y,n,n,n,y
SELECT REHABILITATION HOSPITAL OF SAN ANTONIO,19126 STONEHUE,SAN ANTONIO,TX,78258,(210) 482-3400,REHABILITATION,BEXAR,29.62823132,-98.4923585,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL VISION PARK,117 VISION PARK BOULEVARD,SHENANDOAH,TX,77384,(936) 444-1700,REHABILITATION,MONTGOMERY,30.18993839,-95.45850831,y,y,n,n,n,y
CARRUS REHABILITATION HOSPITAL,1810 WEST HIGHWAY 82STE 100,SHERMAN,TX,75092,(903) 870-2600,REHABILITATION,GRAYSON,33.66970891,-96.63515951,y,y,n,n,n,y
HEALTHSOUTH SUGAR LAND REHABILITATION HOSPITAL,1325 HIGHWAY 6,SUGAR LAND,TX,77478,(281) 276-7574,REHABILITATION,FORT BEND,29.60439957,-95.63326382,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA,515 WEST 12TH STREET,TEXARKANA,TX,75501,(903) 735-5000,REHABILITATION,BOWIE,33.43007747,-94.04822781,y,y,n,n,n,y
CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,2400 ST MICHAEL DRIVE,TEXARKANA,TX,75504,(903) 614-4000,REHABILITATION,BOWIE,33.46503055,-94.07072522,y,y,n,n,n,y
CHRISTUS TRINITY MOTHER FRANCES REHABILITATION HOSPITAL,3131 TROUP HIGHWAY,TYLER,TX,75701,(903) 510-7000,REHABILITATION,SMITH,32.31487664,-95.2777701,y,y,n,n,n,y
EAST TEXAS MEDICAL CENTER REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE,TYLER,TX,75701,(903) 596-3000,REHABILITATION,SMITH,32.33688776,-95.291956,y,y,n,n,n,y
KINDRED REHABILITATION HOSPITAL CLEAR LAKE,655 EAST MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,(281) 286-1500,REHABILITATION,HARRIS,29.54759011,-95.11754744,y,y,n,n,n,y
WESLACO REHABILITATION HOSPITAL,906 SOUTH JAMES STREET,WESLACO,TX,78596,(956) 969-2222,REHABILITATION,HIDALGO,26.1510039,-97.97707053,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS,3901 ARMORY ROAD,WICHITA FALLS,TX,76302,(940) 720-5700,REHABILITATION,WICHITA,33.87387587,-98.48467593,y,y,n,n,n,y
BAYLOR INSTITUTE FOR REHABILITATION,909 N. WASHINGTON AVENUE,DALLAS,TX,75246,(214) 820-9300,REHABILITATION,DALLAS,32.79157855,-96.78043674,y,y,n,n,n,y
BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,FORT WORTH,TX,76132,(817) 433-9600,REHABILITATION,TARRANT,32.65421034,-97.41803838,y,y,n,n,n,y
BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE,FRISCO,TX,75034,(469) 888-5100,REHABILITATION,COLLIN,33.10295419,-96.84038653,y,y,n,n,n,y
ICARE REHABILTATION HOSPITAL,3100 PETERS COLONY ROAD,FLOWER MOUND,TX,75022,(214) 513-0310,REHABILITATION,DENTON,33.03536409,-97.07726192,y,y,n,n,n,y
CORPUS CHRISTI REHABILITATION HOSPITAL,5726 ESPLANADE DRVIE,CORPUS CHRISTI,TX,78414,(361) 906-3700,REHABILITATION,NUECES,27.68844884,-97.37805548,y,y,n,n,n,y
ACCEL REHABILITATION HOSPITAL OF PLANO,2301 MARSH LANESUITE 200,PLANO,TX,75093,(972) 899-5510,REHABILITATION,DENTON,33.03139595,-96.85435167,y,y,n,n,n,y
BAYLOR INSTITUTE FOR REHABILITATION AT NORTHWEST DALLAS,1340 EMPIRE CENTRAL DRIVE,DALLAS,TX,75247,NOT AVAILABLE,REHABILITATION,DALLAS,32.82601681,-96.86986391,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF CYPRESS,13031 WORTHAM CENTER DRIVE,HOUSTON,TX,77065,(832) 280-2500,REHABILITATION,HARRIS,29.92033796,-95.61340961,y,y,n,n,n,y
KINDRED REHABILITATION HOSPITAL NORTHEAST HOUSTON,18839 MCKAY BOULEVARD,HUMBLE,TX,77338,(281) 446-3655,REHABILITATION,HARRIS,29.99214808,-95.27899235,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,330 WEST BEN WHITE,AUSTIN,TX,78704,(512) 730-4800,REHABILITATION,TRAVIS,30.22571366,-97.76632301,y,y,n,n,n,y
NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY,NEW BRAUNFELS,TX,78130,(830) 625-6700,REHABILITATION,COMAL,29.73513973,-98.0951514,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL THE VINTAGE,20180 CHASEWOOD PARK DRIVE,HOUSTON,TX,77070,(281) 205-5100,REHABILITATION,HARRIS,29.99017655,-95.57110864,y,y,n,n,n,y
TEXAS REHABILITATION HOSPITAL OF FORT WORTH,425 ALABAMA AVENUE,FORT WORTH,TX,76104,(817) 820-3400,REHABILITATION,TARRANT,32.74074231,-97.34137684,y,y,n,n,n,y
PAM REHABILITATION HOSPITAL OF VICTORIA,101 JAMES COLEMAN DRIVE,VICTORIA,TX,77904,(361) 894-7830,REHABILITATION,VICTORIA,28.8557836,-97.02265217,y,y,n,n,n,y
WARM SPRINGS REHABILITATION HOSPITAL OF THOUSAND OAKS,14747 JONES MALTSBERGER ROAD,SAN ANTONIO,TX,78247,(210) 581-5300,REHABILITATION,BEXAR,29.57636556,-98.44485484,y,y,n,n,n,y
WARM SPRINGS REHABILITATION HOSPITAL OF WESTOVER HILLS,10323 STATE HWY 151,SAN ANTONIO,TX,78251,(210) 422-8791,REHABILITATION,BEXAR,29.45190785,-98.68457631,y,y,n,n,n,y
LAS PALMAS REHABILITATION HOSPITAL,300 WAYMORE,EL PASO,TX,79902,(915) 577-2600,REHABILITATION,EL PASO,31.78905323,-106.508826,y,y,n,n,n,y
REBA MCENTIRE CENTER FOR REHABILITATION,1200 REBA MCENTIRE LANE,DENISON,TX,75020,(903) 416-1000,REHABILITATION,GRAYSON,33.77021768,-96.55128107,y,y,n,n,n,y
PAM REHABILITATION HOSPITAL OF CLEAR LAKE,110 EAST MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,(832) 224-9500,REHABILITATION,HARRIS,29.54327694,-95.12004858,y,y,n,n,n,y
WARM SPRINGS REHABILITATION HOSPITAL OF KYLE,5980 KYLE PARKWAY,KYLE,TX,78640,(512) 262-0821,REHABILITATION,HAYS,30.00839095,-97.85628014,y,y,n,n,n,y
REHAB CENTER AT RENAISSANCE,5403 DOCTORS DRIVE,EDINBURG,TX,78539,(956) 362-6325,REHABILITATION,HIDALGO,26.25518708,-98.20633362,y,y,n,n,n,y
CECIL R BOMAR REHABILITATION CENTER,707 WOOD STREET,NACOGDOCHES,TX,75961,(936) 564-7422,REHABILITATION,NACOGDOCHES,31.61197484,-94.64665259,y,y,n,n,n,y
WEATHERFORD REHABILITATION HOSPITAL LLC,703 EUREKA ST,WEATHERFORD,TX,76086,(214) 472-4101,REHABILITATION,PARKER,32.75062142,-97.78774264,y,y,n,n,n,y
TEXAS REHABILITATION HOSPITAL OF ARLINGTON,900 W ARBROOK BLVD,ARLINGTON,TX,76015,(682) 308-9867,REHABILITATION,TARRANT,32.68212164,-97.11936982,y,y,n,n,n,y
CENTRAL TEXAS REHABILIATION HOSPITAL,700 WEST 45TH STREET,AUSTIN,TX,78751,(512) 323-0756,REHABILITATION,TRAVIS,30.31227048,-97.73479337,y,y,n,n,n,y
LAREDO REHABILITATION HOSPITAL,2005 A BUSTAMENTE STREET,LAREDO,TX,78041,(956) 764-8555,REHABILITATION,WEBB,27.5338972,-99.47366602,y,y,n,n,n,y
PROVIDENCE HOSPITAL,230 CALLE DEL NORTE,LAREDO,TX,78041,(956) 693-5000,REHABILITATION,WEBB,27.55637042,-99.49195932,y,y,n,n,n,y
WISE REGIONAL HEALTH INPATIENT REHABILITATION,2000 SOUTH FM 51,DECATUR,TX,76234,(940) 626-4001,REHABILITATION,WISE,33.21784466,-97.59338257,y,y,n,n,n,y
PHYSICIANS SURGICAL HOSPITAL - QUAIL CREEK,6819 PLUM CREEK DRIVE,AMARILLO,TX,79124,(806) 354-6100,SPECIAL,POTTER,35.21042221,-101.9127795,y,y,y,y,y,y
TEXAS HEALTH HEART & VASCULAR HOSPITAL  ARLINGTON,800 W. RANDOL MILL  RD.,ARLINGTON,TX,76012,(817) 960-3500,SPECIAL,TARRANT,32.74750293,-97.11722863,y,y,y,y,y,y
NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CENTER BOULEVARD,AUSTIN,TX,78731,(512) 346-1994,SPECIAL,TRAVIS,30.35051386,-97.75171622,y,y,y,y,y,y
USMD HOSPITAL AT ARLINGTON,801 WEST I-20,ARLINGTON,TX,76017,(817) 472-3400,SPECIAL,TARRANT,32.67980941,-97.11791224,y,y,y,y,y,y
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,707 HIGHLANDER BOULEVARD,ARLINGTON,TX,76015,(817) 583-7100,SPECIAL,TARRANT,32.68289778,-97.11697677,y,y,y,y,y,y
CHRISTUS SOUTHEAST TEXAS ORTHOPEDIC SPECIALTY CENTER,3650 LAUREL AVENUE,BEAUMONT,TX,77707,(409) 838-0346,SPECIAL,JEFFERSON,30.08338278,-94.1398084,y,y,y,y,y,y
BELLAIRE SURGICAL HOSPITAL HOLDINGS LLC,411 FIRST STREET,BELLAIRE,TX,77401,(713) 275-1111,SPECIAL,HARRIS,29.7099774,-95.4626713,y,y,y,y,y,y
THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAHILL ROAD,DENTON,TX,76208,(940) 220-0600,SPECIAL,DENTON,33.17662147,-97.08734292,y,y,y,y,y,y
EL PASO SPECIALTY HOSPITAL,1755 CURIESUITE A,EL PASO,TX,79902,(915) 544-3636,SPECIAL,EL PASO,31.78036759,-106.4776047,y,y,y,y,y,y
USMD HOSPITAL AT FORT WORTH,5900 DIRKS ROAD,FORT WORTH,TX,76132,(817) 433-9100,SPECIAL,TARRANT,32.64653072,-97.41869014,y,y,y,y,y,y
UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,1515 HOLCOMBE BOULEVARD BOX 43,HOUSTON,TX,77030,NOT AVAILABLE,SPECIAL,HARRIS,29.70703136,-95.39707717,y,y,y,y,y,y
TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,(281) 943-7400,SPECIAL,HARRIS,30.0188957,-95.44394499,y,y,y,y,y,y
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,5445 LA BRANCH STREET,HOUSTON,TX,77004,(713) 528-6800,SPECIAL,HARRIS,29.72417952,-95.383959,y,y,y,y,y,y
TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,(713) 794-3498,SPECIAL,HARRIS,29.70021194,-95.4090686,y,y,y,y,y,y
LUBBOCK HEART HOSPITAL,4810 NORTH LOOP 289,LUBBOCK,TX,79416,(806) 687-7777,SPECIAL,LUBBOCK,33.60321011,-101.9155688,y,y,y,y,y,y
THE HEART HOSPITAL BAYLOR PLANO,1100 ALLIED DRIVE,PLANO,TX,75093,(469) 814-5599,SPECIAL,COLLIN,33.01459949,-96.7893949,y,y,y,y,y,y
METHODIST AMBULATORY SURGERY HOSPITAL - NORTHWEST,9150 HUEBNER ROADSUITE 100,SAN ANTONIO,TX,78240,(210) 575-5080,SPECIAL,BEXAR,29.52688039,-98.59497177,y,y,y,y,y,y
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BOULEVARD,SAN ANTONIO,TX,78258,(210) 507-4092,SPECIAL,BEXAR,29.61325343,-98.47736715,y,y,y,y,y,y
TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,(903) 525-3300,SPECIAL,SMITH,32.32915158,-95.29852291,y,y,y,y,y,y
TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,7115 GREENVILLE AVENUE,DALLAS,TX,75231,(214) 647-5300,SPECIAL,DALLAS,32.87687764,-96.76226157,y,y,y,y,y,y
BAYLOR HEART AND VASCULAR CENTER,621 N. HALL STREET,DALLAS,TX,75226,(214) 820-0600,SPECIAL,DALLAS,32.78817065,-96.78119411,y,y,y,y,y,y
LLANO SPECIALTY HOSPITAL,1409 9TH STREET,LUBBOCK,TX,79401,NOT AVAILABLE,SPECIAL,LUBBOCK,33.5867927,-101.8508308,y,y,y,y,y,y
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635,IRVING,TX,75063,(972) 868-4000,SPECIAL,DALLAS,32.91229177,-96.95221323,y,y,y,y,y,y
CUMBERLAND SURGICAL HOSPITAL,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,TX,78249,(210) 877-8000,SPECIAL,BEXAR,29.59073867,-98.59035687,y,y,y,y,y,y
MCALLEN HEART HOSPITAL,1900 S D ST,MCALLEN,TX,78503,(956) 994-2000,SPECIAL,HIDALGO,26.18368016,-98.21822053,y,y,y,y,y,y
METHODIST SPECIALTY & TRANSPLANT HOSPITAL,8026 FLOYD CURL DR,SAN ANTONIO,TX,78229,(210) 575-8168,SPECIAL,BEXAR,29.51422403,-98.57559924,y,y,y,y,y,y
SCOTT & WHITE PAVILION,1815 SOUTH 31ST STREET,TEMPLE,TX,76504,(254) 724-4406,SPECIAL,BELL,31.08159961,-97.36289358,y,y,y,y,y,y
ALTUS BAYTOWN HOSPITAL,1455 MANOR DR,BAYTOWN,TX,77521,(281) 837-7600,SPECIAL,HARRIS,29.7719621,-94.98134416,y,y,y,y,y,y
THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,7002 WILLIAMS DRIVE,CORPUS CHRISTI,TX,78413,(361) 761-6800,SPECIAL,NUECES,27.69273454,-97.34576165,y,y,y,y,y,y
PHYSICIANS SURGICAL HOSPITAL - PANHANDLE CAMPUS,7100 WEST 9TH STREET,AMARILLO,TX,79106,(806) 212-0247,SPECIAL,POTTER,35.20661691,-101.9186901,y,y,y,y,y,y
PARKWAY SURGICAL AND CARDIOVASCULAR HOSPITAL,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,(817) 502-7300,SPECIAL,TARRANT,32.89687799,-97.31290555,y,y,y,y,y,y
ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,1201 W LOUIS HENNA BLVD,AUSTIN,TX,78681,(512) 901-1000,SPECIAL,WILLIAMSON,30.47714096,-97.69045862,y,y,y,y,y,y
WOMEN'S HOSPITAL AT RENAISSANCE,5502 SOUTH MCCOLL,EDINBURG,TX,78539,(956) 362-5601,WOMEN,HIDALGO,26.25267437,-98.20309755,y,y,y,y,y,y
KINDRED HOSPITAL OF TUCSON,355 NORTH WILMOT,TUCSON,AZ,85711,(520) 584-4500,LONG TERM CARE,PIMA,32.22564684,-110.8585163,n,n,n,n,n,y
PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,(520) 324-4340,PSYCHIATRIC,PIMA,32.25593768,-110.8761188,y,n,n,n,n,y
MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 NINTH AVENUE SOUTHWEST,BESSEMER,AL,35021,(205) 481-7118,GENERAL ACUTE CARE,JEFFERSON,33.37340448,-86.99328975,y,y,y,y,y,y
UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,1800 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,89102,(702) 383-2000,GENERAL ACUTE CARE,CLARK,36.15962373,-115.1674567,y,y,y,y,y,y
GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,(205) 931-6814,GENERAL ACUTE CARE,GREENE,32.84324894,-87.89048348,y,y,y,y,y,y
DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL LLC,3247 S MARYLAND PARKWAY,LAS VEGAS,NV,89109,(702) 776-3500,PSYCHIATRIC,CLARK,36.13059266,-115.1382301,y,n,n,n,n,y
NORTH ALABAMA REGIONAL HOSPITAL,4218 HWY 31 S,DECATUR,AL,35609,(256) 560-2200,PSYCHIATRIC,MORGAN,34.5216167,-86.96702901,y,n,n,n,n,y
SANA BEHAVIORAL HEALTH - LAS VEGAS,5975 WEST TWAIN AVENUE,LAS VEGAS,NV,89103,(801) 559-7764,PSYCHIATRIC,CLARK,36.12129149,-115.2233553,y,n,n,n,n,y
CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35055,(256) 737-2598,GENERAL ACUTE CARE,CULLMAN,34.2013272,-86.80572957,y,y,y,y,y,y
NOLAND HOSPITAL SHELBY LLC,1000 FIRST STREET NORTH,ALABASTER,AL,35007,(205) 783-8440,LONG TERM CARE,SHELBY,33.25338552,-86.81298709,n,n,n,n,n,y
DESERT WILLOW TREATMENT CENTER,6171 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,89146,(702) 486-8900,PSYCHIATRIC,CLARK,36.15661907,-115.2289606,y,n,n,n,n,y
DINI-TOWNSEND HOSPITAL AT NORTHERN NEVADA ADULT MENTAL HEALTH SERVICES,480 GALLETI WAY,SPARKS,NV,89431,(775) 688-2001,PSYCHIATRIC,WASHOE,39.53154123,-119.7748309,y,n,n,n,n,y
HARMON HOSPTAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,(702) 794-0100,REHABILITATION,CLARK,36.10792225,-115.1227576,y,y,n,n,n,y
HEALTHSOUTH DESERT CANYON REHABILITATION HOSPITAL,9175 WEST OQUENDO ROAD,LAS VEGAS,NV,89148,(702) 252-7342,REHABILITATION,CLARK,36.08034978,-115.2924483,y,y,n,n,n,y
DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS,1874 BELTLINE ROAD S.W.,DECATUR,AL,35601,(256) 350-2211,GENERAL ACUTE CARE,MORGAN,34.57689679,-87.01580866,y,y,y,y,y,y
HEALTHSOUTH REHABILITATION HOSPITAL OF HENDERSON,10301 JEFFREYS STREET,HENDERSON,NV,89052,(702) 939-9400,REHABILITATION,CLARK,36.00110213,-115.1208832,y,y,n,n,n,y
BAPTIST MEDICAL CENTER - PRINCETON,701 PRINCETON AVENUE S.W.,BIRMINGHAM,AL,35211,(205) 715-5309,GENERAL ACUTE CARE,JEFFERSON,33.49800653,-86.84718778,y,y,y,y,y,y
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 SEVENTH STREET SOUTHEAST,DECATUR,AL,35601,(256) 341-2000,GENERAL ACUTE CARE,MORGAN,34.59034409,-86.97148153,y,y,y,y,y,y
HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,801 GOODYEAR AVENUE,GADSDEN,AL,35903,(256) 439-5000,REHABILITATION,ETOWAH,34.00674122,-85.96848844,y,y,n,n,n,y
FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36302,(334) 793-5000,GENERAL ACUTE CARE,HOUSTON,31.23742999,-85.45704246,y,y,y,y,y,y
